Park Name,Year,Visits
Abraham Lincoln Birthplace NHP,2019,238226
Abraham Lincoln Birthplace NHP,1979,271231
Abraham Lincoln Birthplace NHP,1980,239074
Abraham Lincoln Birthplace NHP,1981,252245
Abraham Lincoln Birthplace NHP,1982,318707
Abraham Lincoln Birthplace NHP,1983,256126
Abraham Lincoln Birthplace NHP,1984,258023
Abraham Lincoln Birthplace NHP,1985,264905
Abraham Lincoln Birthplace NHP,1986,280620
Abraham Lincoln Birthplace NHP,1987,292825
Abraham Lincoln Birthplace NHP,1988,288324
Abraham Lincoln Birthplace NHP,1989,309823
Abraham Lincoln Birthplace NHP,1990,307669
Abraham Lincoln Birthplace NHP,1991,316945
Abraham Lincoln Birthplace NHP,1992,302739
Abraham Lincoln Birthplace NHP,1993,293710
Abraham Lincoln Birthplace NHP,1994,279542
Abraham Lincoln Birthplace NHP,1995,268509
Abraham Lincoln Birthplace NHP,1996,249344
Abraham Lincoln Birthplace NHP,1997,262889
Abraham Lincoln Birthplace NHP,1998,250842
Abraham Lincoln Birthplace NHP,1999,251204
Abraham Lincoln Birthplace NHP,2000,236180
Abraham Lincoln Birthplace NHP,2001,229675
Abraham Lincoln Birthplace NHP,2002,250772
Abraham Lincoln Birthplace NHP,2003,211650
Abraham Lincoln Birthplace NHP,2004,201828
Abraham Lincoln Birthplace NHP,2005,190809
Abraham Lincoln Birthplace NHP,2006,200054
Abraham Lincoln Birthplace NHP,2007,202950
Abraham Lincoln Birthplace NHP,2008,200404
Abraham Lincoln Birthplace NHP,2009,221111
Abraham Lincoln Birthplace NHP,2010,177122
Abraham Lincoln Birthplace NHP,2011,163568
Abraham Lincoln Birthplace NHP,2012,169515
Abraham Lincoln Birthplace NHP,2013,163928
Abraham Lincoln Birthplace NHP,2014,241264
Abraham Lincoln Birthplace NHP,2015,148605
Abraham Lincoln Birthplace NHP,2016,252495
Abraham Lincoln Birthplace NHP,2017,269580
Abraham Lincoln Birthplace NHP,2018,260964
Acadia NP,2019,3437286
Acadia NP,1979,2787366
Acadia NP,1980,2779666
Acadia NP,1981,2997972
Acadia NP,1982,3572114
Acadia NP,1983,4124639
Acadia NP,1984,3734763
Acadia NP,1985,3745570
Acadia NP,1986,3929054
Acadia NP,1987,4288154
Acadia NP,1988,4502283
Acadia NP,1989,5440952
Acadia NP,1990,2339591
Acadia NP,1991,2475857
Acadia NP,1992,2382113
Acadia NP,1993,2656034
Acadia NP,1994,2710749
Acadia NP,1995,2845378
Acadia NP,1996,2704831
Acadia NP,1997,2760306
Acadia NP,1998,2594497
Acadia NP,1999,2602227
Acadia NP,2000,2469238
Acadia NP,2001,2516551
Acadia NP,2002,2558572
Acadia NP,2003,2431062
Acadia NP,2004,2207847
Acadia NP,2005,2051484
Acadia NP,2006,2083588
Acadia NP,2007,2202228
Acadia NP,2008,2075857
Acadia NP,2009,2227698
Acadia NP,2010,2504208
Acadia NP,2011,2374645
Acadia NP,2012,2431052
Acadia NP,2013,2254922
Acadia NP,2014,2563129
Acadia NP,2015,2811184
Acadia NP,2016,3303393
Acadia NP,2017,3509271
Acadia NP,2018,3537575
Adams NHP,2019,187400
Adams NHP,1979,34322
Adams NHP,1980,24974
Adams NHP,1981,27055
Adams NHP,1982,25440
Adams NHP,1983,26162
Adams NHP,1984,23398
Adams NHP,1985,24555
Adams NHP,1986,24693
Adams NHP,1987,25617
Adams NHP,1988,21617
Adams NHP,1989,22595
Adams NHP,1990,20315
Adams NHP,1991,26958
Adams NHP,1992,27400
Adams NHP,1993,43877
Adams NHP,1994,41179
Adams NHP,1995,47312
Adams NHP,1996,38230
Adams NHP,1997,56643
Adams NHP,1998,63569
Adams NHP,1999,84574
Adams NHP,2000,87347
Adams NHP,2001,167500
Adams NHP,2002,173944
Adams NHP,2003,215659
Adams NHP,2004,239504
Adams NHP,2005,220467
Adams NHP,2006,225318
Adams NHP,2007,224880
Adams NHP,2008,241536
Adams NHP,2009,253656
Adams NHP,2010,73339
Adams NHP,2011,219975
Adams NHP,2012,336031
Adams NHP,2013,285501
Adams NHP,2014,178468
Adams NHP,2015,183632
Adams NHP,2016,199301
Adams NHP,2017,255562
Adams NHP,2018,121007
African Burial Ground NM,2019,47427
African Burial Ground NM,2010,117113
African Burial Ground NM,2011,108585
African Burial Ground NM,2012,77624
African Burial Ground NM,2013,93234
African Burial Ground NM,2014,54861
African Burial Ground NM,2015,56348
African Burial Ground NM,2016,46526
African Burial Ground NM,2017,43182
African Burial Ground NM,2018,45035
Agate Fossil Beds NM,2019,16657
Agate Fossil Beds NM,1979,8115
Agate Fossil Beds NM,1980,8330
Agate Fossil Beds NM,1981,9459
Agate Fossil Beds NM,1982,9018
Agate Fossil Beds NM,1983,10097
Agate Fossil Beds NM,1984,10317
Agate Fossil Beds NM,1985,10366
Agate Fossil Beds NM,1986,10187
Agate Fossil Beds NM,1987,11439
Agate Fossil Beds NM,1988,11156
Agate Fossil Beds NM,1989,11459
Agate Fossil Beds NM,1990,14482
Agate Fossil Beds NM,1991,13891
Agate Fossil Beds NM,1992,18785
Agate Fossil Beds NM,1993,19467
Agate Fossil Beds NM,1994,18970
Agate Fossil Beds NM,1995,18719
Agate Fossil Beds NM,1996,16567
Agate Fossil Beds NM,1997,20596
Agate Fossil Beds NM,1998,17594
Agate Fossil Beds NM,1999,18117
Agate Fossil Beds NM,2000,17933
Agate Fossil Beds NM,2001,17399
Agate Fossil Beds NM,2002,17129
Agate Fossil Beds NM,2003,16233
Agate Fossil Beds NM,2004,15235
Agate Fossil Beds NM,2005,14209
Agate Fossil Beds NM,2006,13521
Agate Fossil Beds NM,2007,12997
Agate Fossil Beds NM,2008,12425
Agate Fossil Beds NM,2009,12694
Agate Fossil Beds NM,2010,12509
Agate Fossil Beds NM,2011,11617
Agate Fossil Beds NM,2012,11824
Agate Fossil Beds NM,2013,10504
Agate Fossil Beds NM,2014,12440
Agate Fossil Beds NM,2015,13264
Agate Fossil Beds NM,2016,15555
Agate Fossil Beds NM,2017,32038
Agate Fossil Beds NM,2018,16238
Alibates Flint Quarries NM,2019,8847
Alibates Flint Quarries NM,1979,1922
Alibates Flint Quarries NM,1980,2211
Alibates Flint Quarries NM,1981,2384
Alibates Flint Quarries NM,1982,2398
Alibates Flint Quarries NM,1983,1919
Alibates Flint Quarries NM,1984,2251
Alibates Flint Quarries NM,1985,2200
Alibates Flint Quarries NM,1986,2202
Alibates Flint Quarries NM,1987,2494
Alibates Flint Quarries NM,1988,2140
Alibates Flint Quarries NM,1989,3842
Alibates Flint Quarries NM,1990,3418
Alibates Flint Quarries NM,1991,3812
Alibates Flint Quarries NM,1992,3419
Alibates Flint Quarries NM,1993,3155
Alibates Flint Quarries NM,1994,3392
Alibates Flint Quarries NM,1995,2769
Alibates Flint Quarries NM,1996,3276
Alibates Flint Quarries NM,1997,3363
Alibates Flint Quarries NM,1998,3293
Alibates Flint Quarries NM,1999,3047
Alibates Flint Quarries NM,2000,3131
Alibates Flint Quarries NM,2001,2456
Alibates Flint Quarries NM,2002,2125
Alibates Flint Quarries NM,2003,1811
Alibates Flint Quarries NM,2004,2012
Alibates Flint Quarries NM,2005,2919
Alibates Flint Quarries NM,2006,1882
Alibates Flint Quarries NM,2007,4028
Alibates Flint Quarries NM,2008,2297
Alibates Flint Quarries NM,2009,2918
Alibates Flint Quarries NM,2010,4350
Alibates Flint Quarries NM,2011,3214
Alibates Flint Quarries NM,2012,3383
Alibates Flint Quarries NM,2013,1555
Alibates Flint Quarries NM,2014,4513
Alibates Flint Quarries NM,2015,9492
Alibates Flint Quarries NM,2016,8153
Alibates Flint Quarries NM,2017,6613
Alibates Flint Quarries NM,2018,7415
Allegheny Portage Railroad NHS,2019,189189
Allegheny Portage Railroad NHS,1979,58225
Allegheny Portage Railroad NHS,1980,73995
Allegheny Portage Railroad NHS,1981,65557
Allegheny Portage Railroad NHS,1982,60069
Allegheny Portage Railroad NHS,1983,55148
Allegheny Portage Railroad NHS,1984,59635
Allegheny Portage Railroad NHS,1985,69523
Allegheny Portage Railroad NHS,1986,68990
Allegheny Portage Railroad NHS,1987,93289
Allegheny Portage Railroad NHS,1988,123622
Allegheny Portage Railroad NHS,1989,133324
Allegheny Portage Railroad NHS,1990,131735
Allegheny Portage Railroad NHS,1991,154816
Allegheny Portage Railroad NHS,1992,183473
Allegheny Portage Railroad NHS,1993,189009
Allegheny Portage Railroad NHS,1994,160394
Allegheny Portage Railroad NHS,1995,145307
Allegheny Portage Railroad NHS,1996,139446
Allegheny Portage Railroad NHS,1997,121841
Allegheny Portage Railroad NHS,1998,111100
Allegheny Portage Railroad NHS,1999,111391
Allegheny Portage Railroad NHS,2000,133396
Allegheny Portage Railroad NHS,2001,142340
Allegheny Portage Railroad NHS,2002,146484
Allegheny Portage Railroad NHS,2003,129995
Allegheny Portage Railroad NHS,2004,126441
Allegheny Portage Railroad NHS,2005,115357
Allegheny Portage Railroad NHS,2006,121009
Allegheny Portage Railroad NHS,2007,123215
Allegheny Portage Railroad NHS,2008,113991
Allegheny Portage Railroad NHS,2009,118931
Allegheny Portage Railroad NHS,2010,107363
Allegheny Portage Railroad NHS,2011,118410
Allegheny Portage Railroad NHS,2012,138864
Allegheny Portage Railroad NHS,2013,107977
Allegheny Portage Railroad NHS,2014,172883
Allegheny Portage Railroad NHS,2015,168433
Allegheny Portage Railroad NHS,2016,189371
Allegheny Portage Railroad NHS,2017,201837
Allegheny Portage Railroad NHS,2018,189047
Amistad NRA,2019,1267900
Amistad NRA,1979,1261846
Amistad NRA,1980,1084689
Amistad NRA,1981,976414
Amistad NRA,1982,1259668
Amistad NRA,1983,1221445
Amistad NRA,1984,1164338
Amistad NRA,1985,1139366
Amistad NRA,1986,1206669
Amistad NRA,1987,1219967
Amistad NRA,1988,1284606
Amistad NRA,1989,1321168
Amistad NRA,1990,1306474
Amistad NRA,1991,1215691
Amistad NRA,1992,1559659
Amistad NRA,1993,1505084
Amistad NRA,1994,1591903
Amistad NRA,1995,1422321
Amistad NRA,1996,1238990
Amistad NRA,1997,1084433
Amistad NRA,1998,1129811
Amistad NRA,1999,1164166
Amistad NRA,2000,1234506
Amistad NRA,2001,1097650
Amistad NRA,2002,1047784
Amistad NRA,2003,1071199
Amistad NRA,2004,1445772
Amistad NRA,2005,1399852
Amistad NRA,2006,1599271
Amistad NRA,2007,1734200
Amistad NRA,2008,1980717
Amistad NRA,2009,2573966
Amistad NRA,2010,1574322
Amistad NRA,2011,1436759
Amistad NRA,2012,1367502
Amistad NRA,2013,1025151
Amistad NRA,2014,1130096
Amistad NRA,2015,1250051
Amistad NRA,2016,1164530
Amistad NRA,2017,1221635
Amistad NRA,2018,1111770
Andersonville NHS,2019,103635
Andersonville NHS,1979,151123
Andersonville NHS,1980,126700
Andersonville NHS,1981,113697
Andersonville NHS,1982,104053
Andersonville NHS,1983,110921
Andersonville NHS,1984,101029
Andersonville NHS,1985,118440
Andersonville NHS,1986,129798
Andersonville NHS,1987,130114
Andersonville NHS,1988,129912
Andersonville NHS,1989,136068
Andersonville NHS,1990,131406
Andersonville NHS,1991,151408
Andersonville NHS,1992,143025
Andersonville NHS,1993,136567
Andersonville NHS,1994,162279
Andersonville NHS,1995,156581
Andersonville NHS,1996,197394
Andersonville NHS,1997,196340
Andersonville NHS,1998,225653
Andersonville NHS,1999,182539
Andersonville NHS,2000,167373
Andersonville NHS,2001,160974
Andersonville NHS,2002,190004
Andersonville NHS,2003,150661
Andersonville NHS,2004,165929
Andersonville NHS,2005,132466
Andersonville NHS,2006,132153
Andersonville NHS,2007,153686
Andersonville NHS,2008,159592
Andersonville NHS,2009,136267
Andersonville NHS,2010,121535
Andersonville NHS,2011,108812
Andersonville NHS,2012,122883
Andersonville NHS,2013,98771
Andersonville NHS,2014,127189
Andersonville NHS,2015,136686
Andersonville NHS,2016,134216
Andersonville NHS,2017,132149
Andersonville NHS,2018,138164
Andrew Johnson NHS,2019,51189
Andrew Johnson NHS,1979,47674
Andrew Johnson NHS,1980,65591
Andrew Johnson NHS,1981,74100
Andrew Johnson NHS,1982,77578
Andrew Johnson NHS,1983,119410
Andrew Johnson NHS,1984,84889
Andrew Johnson NHS,1985,68607
Andrew Johnson NHS,1986,72600
Andrew Johnson NHS,1987,77095
Andrew Johnson NHS,1988,76566
Andrew Johnson NHS,1989,71350
Andrew Johnson NHS,1990,71017
Andrew Johnson NHS,1991,82076
Andrew Johnson NHS,1992,64481
Andrew Johnson NHS,1993,41703
Andrew Johnson NHS,1994,59538
Andrew Johnson NHS,1995,63196
Andrew Johnson NHS,1996,59102
Andrew Johnson NHS,1997,67309
Andrew Johnson NHS,1998,60207
Andrew Johnson NHS,1999,51779
Andrew Johnson NHS,2000,59897
Andrew Johnson NHS,2001,49551
Andrew Johnson NHS,2002,48878
Andrew Johnson NHS,2003,51910
Andrew Johnson NHS,2004,50196
Andrew Johnson NHS,2005,48552
Andrew Johnson NHS,2006,50701
Andrew Johnson NHS,2007,43456
Andrew Johnson NHS,2008,69433
Andrew Johnson NHS,2009,63296
Andrew Johnson NHS,2010,60323
Andrew Johnson NHS,2011,52322
Andrew Johnson NHS,2012,51261
Andrew Johnson NHS,2013,42929
Andrew Johnson NHS,2014,42863
Andrew Johnson NHS,2015,45357
Andrew Johnson NHS,2016,45937
Andrew Johnson NHS,2017,53998
Andrew Johnson NHS,2018,50671
Aniakchak NM & PRES,2019,100
Aniakchak NM & PRES,1989,853
Aniakchak NM & PRES,1990,967
Aniakchak NM & PRES,1991,1469
Aniakchak NM & PRES,1992,1638
Aniakchak NM & PRES,1993,1593
Aniakchak NM & PRES,1994,1193
Aniakchak NM & PRES,1995,0
Aniakchak NM & PRES,1998,209
Aniakchak NM & PRES,1999,377
Aniakchak NM & PRES,2000,251
Aniakchak NM & PRES,2001,206
Aniakchak NM & PRES,2002,241
Aniakchak NM & PRES,2003,154
Aniakchak NM & PRES,2004,285
Aniakchak NM & PRES,2005,285
Aniakchak NM & PRES,2006,60
Aniakchak NM & PRES,2007,26
Aniakchak NM & PRES,2008,10
Aniakchak NM & PRES,2009,14
Aniakchak NM & PRES,2010,62
Aniakchak NM & PRES,2011,57
Aniakchak NM & PRES,2012,19
Aniakchak NM & PRES,2013,134
Aniakchak NM & PRES,2014,134
Aniakchak NM & PRES,2015,153
Aniakchak NM & PRES,2016,100
Aniakchak NM & PRES,2017,100
Aniakchak NM & PRES,2018,100
Antietam NB,2019,287343
Antietam NB,1979,319610
Antietam NB,1980,352780
Antietam NB,1981,468078
Antietam NB,1982,410399
Antietam NB,1983,433122
Antietam NB,1984,528369
Antietam NB,1985,585190
Antietam NB,1986,706720
Antietam NB,1987,610674
Antietam NB,1988,135117
Antietam NB,1989,147007
Antietam NB,1990,217249
Antietam NB,1991,263110
Antietam NB,1992,243707
Antietam NB,1993,181909
Antietam NB,1994,237821
Antietam NB,1995,215914
Antietam NB,1996,246082
Antietam NB,1997,275639
Antietam NB,1998,275385
Antietam NB,1999,268897
Antietam NB,2000,286896
Antietam NB,2001,303599
Antietam NB,2002,303209
Antietam NB,2003,279694
Antietam NB,2004,237885
Antietam NB,2005,295309
Antietam NB,2006,282676
Antietam NB,2007,337569
Antietam NB,2008,352548
Antietam NB,2009,378966
Antietam NB,2010,393957
Antietam NB,2011,384987
Antietam NB,2012,510921
Antietam NB,2013,370832
Antietam NB,2014,337079
Antietam NB,2015,347180
Antietam NB,2016,351911
Antietam NB,2017,366508
Antietam NB,2018,326197
Apostle Islands NL,2019,240613
Apostle Islands NL,1979,75629
Apostle Islands NL,1980,88467
Apostle Islands NL,1981,103960
Apostle Islands NL,1982,125756
Apostle Islands NL,1983,130913
Apostle Islands NL,1984,127300
Apostle Islands NL,1985,117353
Apostle Islands NL,1986,113621
Apostle Islands NL,1987,137341
Apostle Islands NL,1988,140107
Apostle Islands NL,1989,135016
Apostle Islands NL,1990,140980
Apostle Islands NL,1991,141038
Apostle Islands NL,1992,113106
Apostle Islands NL,1993,129793
Apostle Islands NL,1994,147376
Apostle Islands NL,1995,167909
Apostle Islands NL,1996,168614
Apostle Islands NL,1997,183636
Apostle Islands NL,1998,236829
Apostle Islands NL,1999,193260
Apostle Islands NL,2000,181760
Apostle Islands NL,2001,185435
Apostle Islands NL,2002,169674
Apostle Islands NL,2003,169699
Apostle Islands NL,2004,151881
Apostle Islands NL,2005,175245
Apostle Islands NL,2006,189051
Apostle Islands NL,2007,182396
Apostle Islands NL,2008,162871
Apostle Islands NL,2009,170202
Apostle Islands NL,2010,156945
Apostle Islands NL,2011,176040
Apostle Islands NL,2012,163419
Apostle Islands NL,2013,148556
Apostle Islands NL,2014,290059
Apostle Islands NL,2015,232662
Apostle Islands NL,2016,183796
Apostle Islands NL,2017,203421
Apostle Islands NL,2018,252920
Appomattox Court House NHP,2019,102397
Appomattox Court House NHP,1979,208411
Appomattox Court House NHP,1980,218724
Appomattox Court House NHP,1981,244968
Appomattox Court House NHP,1982,240405
Appomattox Court House NHP,1983,246277
Appomattox Court House NHP,1984,318027
Appomattox Court House NHP,1985,277613
Appomattox Court House NHP,1986,323784
Appomattox Court House NHP,1987,336075
Appomattox Court House NHP,1988,312693
Appomattox Court House NHP,1989,377440
Appomattox Court House NHP,1990,402947
Appomattox Court House NHP,1991,321668
Appomattox Court House NHP,1992,311921
Appomattox Court House NHP,1993,211557
Appomattox Court House NHP,1994,273768
Appomattox Court House NHP,1995,223288
Appomattox Court House NHP,1996,205938
Appomattox Court House NHP,1997,204862
Appomattox Court House NHP,1998,201874
Appomattox Court House NHP,1999,198665
Appomattox Court House NHP,2000,196363
Appomattox Court House NHP,2001,190422
Appomattox Court House NHP,2002,177219
Appomattox Court House NHP,2003,155031
Appomattox Court House NHP,2004,152453
Appomattox Court House NHP,2005,136827
Appomattox Court House NHP,2006,145804
Appomattox Court House NHP,2007,149255
Appomattox Court House NHP,2008,178748
Appomattox Court House NHP,2009,185443
Appomattox Court House NHP,2010,216220
Appomattox Court House NHP,2011,258917
Appomattox Court House NHP,2012,320668
Appomattox Court House NHP,2013,317660
Appomattox Court House NHP,2014,278776
Appomattox Court House NHP,2015,412640
Appomattox Court House NHP,2016,303139
Appomattox Court House NHP,2017,113960
Appomattox Court House NHP,2018,103044
Arches NP,2019,1659702
Arches NP,1979,269840
Arches NP,1980,290519
Arches NP,1981,326508
Arches NP,1982,339415
Arches NP,1983,287875
Arches NP,1984,345180
Arches NP,1985,363464
Arches NP,1986,419444
Arches NP,1987,468916
Arches NP,1988,520455
Arches NP,1989,555809
Arches NP,1990,620719
Arches NP,1991,705882
Arches NP,1992,799831
Arches NP,1993,773678
Arches NP,1994,777178
Arches NP,1995,859374
Arches NP,1996,856016
Arches NP,1997,858525
Arches NP,1998,837161
Arches NP,1999,869980
Arches NP,2000,786429
Arches NP,2001,754026
Arches NP,2002,769672
Arches NP,2003,757781
Arches NP,2004,733131
Arches NP,2005,781670
Arches NP,2006,833049
Arches NP,2007,860181
Arches NP,2008,928795
Arches NP,2009,996312
Arches NP,2010,1014405
Arches NP,2011,1040758
Arches NP,2012,1070577
Arches NP,2013,1082866
Arches NP,2014,1284767
Arches NP,2015,1399247
Arches NP,2016,1585718
Arches NP,2017,1539028
Arches NP,2018,1663557
Arkansas Post NMEM,2019,28519
Arkansas Post NMEM,1979,61507
Arkansas Post NMEM,1980,63002
Arkansas Post NMEM,1981,53538
Arkansas Post NMEM,1982,58349
Arkansas Post NMEM,1983,55443
Arkansas Post NMEM,1984,58297
Arkansas Post NMEM,1985,55113
Arkansas Post NMEM,1986,60258
Arkansas Post NMEM,1987,60593
Arkansas Post NMEM,1988,68623
Arkansas Post NMEM,1989,69023
Arkansas Post NMEM,1990,78468
Arkansas Post NMEM,1991,81388
Arkansas Post NMEM,1992,51594
Arkansas Post NMEM,1993,51604
Arkansas Post NMEM,1994,46655
Arkansas Post NMEM,1995,40361
Arkansas Post NMEM,1996,47919
Arkansas Post NMEM,1997,50422
Arkansas Post NMEM,1998,51858
Arkansas Post NMEM,1999,49087
Arkansas Post NMEM,2000,43903
Arkansas Post NMEM,2001,43502
Arkansas Post NMEM,2002,48126
Arkansas Post NMEM,2003,37905
Arkansas Post NMEM,2004,38183
Arkansas Post NMEM,2005,37740
Arkansas Post NMEM,2006,36665
Arkansas Post NMEM,2007,37230
Arkansas Post NMEM,2008,43137
Arkansas Post NMEM,2009,32160
Arkansas Post NMEM,2010,34712
Arkansas Post NMEM,2011,37127
Arkansas Post NMEM,2012,39703
Arkansas Post NMEM,2013,36420
Arkansas Post NMEM,2014,30860
Arkansas Post NMEM,2015,38702
Arkansas Post NMEM,2016,34405
Arkansas Post NMEM,2017,36079
Arkansas Post NMEM,2018,30126
Arlington House The R.E. Lee MEM,2019,0
Arlington House The R.E. Lee MEM,1979,459346
Arlington House The R.E. Lee MEM,1980,484364
Arlington House The R.E. Lee MEM,1981,336593
Arlington House The R.E. Lee MEM,1982,511982
Arlington House The R.E. Lee MEM,1983,514863
Arlington House The R.E. Lee MEM,1984,635748
Arlington House The R.E. Lee MEM,1985,496848
Arlington House The R.E. Lee MEM,1986,481546
Arlington House The R.E. Lee MEM,1987,481121
Arlington House The R.E. Lee MEM,1988,493031
Arlington House The R.E. Lee MEM,1989,439009
Arlington House The R.E. Lee MEM,1990,463467
Arlington House The R.E. Lee MEM,1991,483440
Arlington House The R.E. Lee MEM,1992,459660
Arlington House The R.E. Lee MEM,1993,496526
Arlington House The R.E. Lee MEM,1994,494048
Arlington House The R.E. Lee MEM,1995,559509
Arlington House The R.E. Lee MEM,1996,409143
Arlington House The R.E. Lee MEM,1997,428347
Arlington House The R.E. Lee MEM,1998,511200
Arlington House The R.E. Lee MEM,1999,476911
Arlington House The R.E. Lee MEM,2000,377011
Arlington House The R.E. Lee MEM,2001,429470
Arlington House The R.E. Lee MEM,2002,416531
Arlington House The R.E. Lee MEM,2003,378688
Arlington House The R.E. Lee MEM,2004,492831
Arlington House The R.E. Lee MEM,2005,498553
Arlington House The R.E. Lee MEM,2006,509522
Arlington House The R.E. Lee MEM,2007,466690
Arlington House The R.E. Lee MEM,2008,518515
Arlington House The R.E. Lee MEM,2009,603773
Arlington House The R.E. Lee MEM,2010,627576
Arlington House The R.E. Lee MEM,2011,576816
Arlington House The R.E. Lee MEM,2012,562772
Arlington House The R.E. Lee MEM,2013,586531
Arlington House The R.E. Lee MEM,2014,671638
Arlington House The R.E. Lee MEM,2015,532050
Arlington House The R.E. Lee MEM,2016,1057500
Arlington House The R.E. Lee MEM,2017,726059
Arlington House The R.E. Lee MEM,2018,49500
Assateague Island NS,2019,2344536
Assateague Island NS,1979,1674861
Assateague Island NS,1980,1967525
Assateague Island NS,1981,2019316
Assateague Island NS,1982,2019438
Assateague Island NS,1983,2150285
Assateague Island NS,1984,2024519
Assateague Island NS,1985,2304906
Assateague Island NS,1986,2452652
Assateague Island NS,1987,2648892
Assateague Island NS,1988,2418662
Assateague Island NS,1989,2074764
Assateague Island NS,1990,2050593
Assateague Island NS,1991,2087524
Assateague Island NS,1992,1868445
Assateague Island NS,1993,2002612
Assateague Island NS,1994,1958017
Assateague Island NS,1995,1928397
Assateague Island NS,1996,1910450
Assateague Island NS,1997,1892042
Assateague Island NS,1998,1836784
Assateague Island NS,1999,1891992
Assateague Island NS,2000,1810501
Assateague Island NS,2001,1897634
Assateague Island NS,2002,2117458
Assateague Island NS,2003,2020666
Assateague Island NS,2004,2048789
Assateague Island NS,2005,1996502
Assateague Island NS,2006,1932817
Assateague Island NS,2007,2110918
Assateague Island NS,2008,2011438
Assateague Island NS,2009,2129658
Assateague Island NS,2010,2106090
Assateague Island NS,2011,2105419
Assateague Island NS,2012,2154859
Assateague Island NS,2013,2056828
Assateague Island NS,2014,2170681
Assateague Island NS,2015,2275606
Assateague Island NS,2016,2267821
Assateague Island NS,2017,2347167
Assateague Island NS,2018,2136889
Aztec Ruins NM,2019,63777
Aztec Ruins NM,1979,58064
Aztec Ruins NM,1980,56844
Aztec Ruins NM,1981,64902
Aztec Ruins NM,1982,60878
Aztec Ruins NM,1983,61693
Aztec Ruins NM,1984,58394
Aztec Ruins NM,1985,58187
Aztec Ruins NM,1986,62519
Aztec Ruins NM,1987,65459
Aztec Ruins NM,1988,79518
Aztec Ruins NM,1989,86874
Aztec Ruins NM,1990,80037
Aztec Ruins NM,1991,89220
Aztec Ruins NM,1992,93894
Aztec Ruins NM,1993,82764
Aztec Ruins NM,1994,80699
Aztec Ruins NM,1995,72499
Aztec Ruins NM,1996,65955
Aztec Ruins NM,1997,61979
Aztec Ruins NM,1998,63259
Aztec Ruins NM,1999,58318
Aztec Ruins NM,2000,52136
Aztec Ruins NM,2001,46451
Aztec Ruins NM,2002,47401
Aztec Ruins NM,2003,42493
Aztec Ruins NM,2004,45423
Aztec Ruins NM,2005,44050
Aztec Ruins NM,2006,40779
Aztec Ruins NM,2007,39538
Aztec Ruins NM,2008,38709
Aztec Ruins NM,2009,38234
Aztec Ruins NM,2010,37437
Aztec Ruins NM,2011,41106
Aztec Ruins NM,2012,44744
Aztec Ruins NM,2013,41312
Aztec Ruins NM,2014,44721
Aztec Ruins NM,2015,53165
Aztec Ruins NM,2016,57692
Aztec Ruins NM,2017,52756
Aztec Ruins NM,2018,54933
Badlands NP,2019,970998
Badlands NP,1979,858000
Badlands NP,1980,952652
Badlands NP,1981,1175952
Badlands NP,1982,1030484
Badlands NP,1983,1026981
Badlands NP,1984,1113675
Badlands NP,1985,950242
Badlands NP,1986,1025630
Badlands NP,1987,1174398
Badlands NP,1988,1110040
Badlands NP,1989,1237956
Badlands NP,1990,1326475
Badlands NP,1991,1518396
Badlands NP,1992,1205297
Badlands NP,1993,1179458
Badlands NP,1994,1130459
Badlands NP,1995,1075569
Badlands NP,1996,1024705
Badlands NP,1997,970696
Badlands NP,1998,1021049
Badlands NP,1999,950453
Badlands NP,2000,1105824
Badlands NP,2001,955469
Badlands NP,2002,908898
Badlands NP,2003,871034
Badlands NP,2004,936030
Badlands NP,2005,909146
Badlands NP,2006,840118
Badlands NP,2007,886654
Badlands NP,2008,845734
Badlands NP,2009,933918
Badlands NP,2010,977778
Badlands NP,2011,870741
Badlands NP,2012,883406
Badlands NP,2013,892372
Badlands NP,2014,868094
Badlands NP,2015,989354
Badlands NP,2016,996263
Badlands NP,2017,1054325
Badlands NP,2018,1008942
Bandelier NM,2019,200741
Bandelier NM,1979,161336
Bandelier NM,1980,176410
Bandelier NM,1981,197574
Bandelier NM,1982,210850
Bandelier NM,1983,199775
Bandelier NM,1984,215500
Bandelier NM,1985,238434
Bandelier NM,1986,237977
Bandelier NM,1987,261527
Bandelier NM,1988,249561
Bandelier NM,1989,322273
Bandelier NM,1990,327918
Bandelier NM,1991,345725
Bandelier NM,1992,360204
Bandelier NM,1993,366638
Bandelier NM,1994,430138
Bandelier NM,1995,395677
Bandelier NM,1996,363447
Bandelier NM,1997,409303
Bandelier NM,1998,354672
Bandelier NM,1999,332764
Bandelier NM,2000,248276
Bandelier NM,2001,313850
Bandelier NM,2002,291436
Bandelier NM,2003,287096
Bandelier NM,2004,263285
Bandelier NM,2005,250161
Bandelier NM,2006,243765
Bandelier NM,2007,224134
Bandelier NM,2008,207656
Bandelier NM,2009,212544
Bandelier NM,2010,234896
Bandelier NM,2011,193914
Bandelier NM,2012,150289
Bandelier NM,2013,126682
Bandelier NM,2014,130106
Bandelier NM,2015,174073
Bandelier NM,2016,198478
Bandelier NM,2017,209141
Bandelier NM,2018,198441
Belmont-Paul Women's Equality NM,2019,9913
Belmont-Paul Women's Equality NM,2016,2704
Belmont-Paul Women's Equality NM,2017,10893
Belmont-Paul Women's Equality NM,2018,9081
Bent's Old Fort NHS,2019,21674
Bent's Old Fort NHS,1979,94653
Bent's Old Fort NHS,1980,54529
